Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,191 Robinson Rd ,GEEBUNG,4034,(07) 3216 2077,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.368725,153.051371
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,196 Anzac Ave,KIPPA-RING,4021,(07) 3889 3048,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.227602,153.094887
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,196 Anzac Ave,KIPPA-RING,4021,(07) 3889 3048,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.227602,153.094887
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,197 Brisbane Rd,BIGGERA WATERS,4216,(07) 5500 5566,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.932268,153.38274
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,197 Brisbane Rd,BIGGERA WATERS,4216,(07) 5500 5566,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.932268,153.38274
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,28 Kortum Dr,BURLEIGH HEADS,4220,(07) 5508 2811,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-28.10082,153.440553
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,28 Kortum Dr,BURLEIGH HEADS,4220,(07) 5508 2811,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-28.10082,153.440553
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,79 Redland Bay Rd,CAPALABA,4157,(07) 3245 5399,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.527396,153.194211
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,79 Redland Bay Rd,CAPALABA,4157,(07) 3245 5399,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.527396,153.194211
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,81-83 Hudson Rd,ALBION,4010,(07) 3256 0611,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.425202,153.042222
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,81-83 Hudson Rd,ALBION,4010,(07) 3256 0611,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.425202,153.042222
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,"Shop 2  7-11 Central Ct, Hillcrest",BROWNS PLAINS,4118,(07) 3800 2298,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.661152,153.035999
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,"Shop 2  7-11 Central Ct, Hillcrest",BROWNS PLAINS,4118,(07) 3800 2298,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.661152,153.035999
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,"U 1  3333 Pacific Hwy, Slacks Creek",SPRINGWOOD,4127,(07) 3808 1533,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.616056,153.123075
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,"U 1  3333 Pacific Hwy, Slacks Creek",SPRINGWOOD,4127,(07) 3808 1533,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.616056,153.123075
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,U 1 664 Gympie Rd,STRATHPINE,4501,(07) 3205 1107,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.298657,152.98645
Midas Auto Service Experts,Midas Car Care Centre,www.midas.com.au,U 1 664 Gympie Rd,STRATHPINE,4501,(07) 3205 1107,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.298657,152.98645
Maroochydore Fishing World,Maroochydore Fishing World,(blank),22 First Ave,MAROOCHYDORE,4558,(07) 5443 2714,No,Yes,No,Yes,Yes,Sports and Recreation,10% discount. Excludes sale items.,-26.655814,153.092954
Cartridge World ,Cartridge World ,www.cartridgeworld.com.au,Shop 5 54 Aerodrome Rd,MAROOCHYDORE,4558,(07) 5479 1544,No,Yes,No,Yes,Yes,Stationery and Office Supplies,10% discount on every purchase in store.,-26.660461,153.099705
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,18 Water St,CAIRNS,4870,(07) 4031 6000,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-16.92203,145.77004
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,18 Water St,CAIRNS,4870,(07) 4031 6000,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-16.92203,145.77004
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,257 Waterworks Rd,ASHGROVE,4060,(07) 3366 6955,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.445552,152.991357
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,257 Waterworks Rd,ASHGROVE,4060,(07) 3366 6955,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.445552,152.991357
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,266-268 Brisbane St,WEST IPSWICH,4305,(07) 3812 1988,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.623438,152.747166
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,266-268 Brisbane St,WEST IPSWICH,4305,(07) 3812 1988,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.623438,152.747166
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,301 Morayfield Rd,CABOOLTURE,4510,(07) 5498 5711,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.089494,152.949532
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,301 Morayfield Rd,CABOOLTURE,4510,(07) 5498 5711,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.089494,152.949532
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,38 Pickering St,ENOGGERA,4051,(07) 3855 9733,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.420143,152.996949
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,38 Pickering St,ENOGGERA,4051,(07) 3855 9733,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.420143,152.996949
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,51 Logan River Rd,BEENLEIGH,4207,(07) 3287 2988,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.713684,153.187607
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,51 Logan River Rd,BEENLEIGH,4207,(07) 3287 2988,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.713684,153.187607
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,98 Logan Rd,WOOLLOONGABBA,4102,(07) 3891 5733,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.489599,153.039095
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,98 Logan Rd,WOOLLOONGABBA,4102,(07) 3891 5733,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.489599,153.039095
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,cnr Wynnum Rd/Container St,TINGALPA,4173,(07) 3390 5633,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.472014,153.110037
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,cnr Wynnum Rd/Container St,TINGALPA,4173,(07) 3390 5633,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.472014,153.110037
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,Shop 1  58 Wecker Rd,MANSFIELD,4122,(07) 3343 2733,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.53107,153.097355
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,Shop 1  58 Wecker Rd,MANSFIELD,4122,(07) 3343 2733,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.53107,153.097355
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,Shop 9  34 Coonan St,INDOOROOPILLY,4068,(07) 3378 9633,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",10% off regular retail price of parts. Excl. promotions.,-27.497232,152.975992
Midas Auto Service Experts,Midas Car Care System,www.midas.com.au,Shop 9  34 Coonan St,INDOOROOPILLY,4068,(07) 3378 9633,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off regular retail price of parts. Excl. promotions.,-27.497232,152.975992
Midtown Chandlery,Midtown Chandlery,www.midtownm.com,11A Quay St,BUNDABERG,4670,(07) 4152 9633,No,Yes,No,Yes,Yes,Boating,5% discount on chandlery.,-24.866148,152.344573
Mikes Rib & Steak,Mikes Rib & Steak,www.mikeskitchen.com.au,2-6 Gooding Dr,MERRIMAC,4226,(07) 5530 5236,No,Yes,No,Yes,Yes,Restaurants and Dining Out,10% off main meals for cardholders only. Not with any other offer.,-28.048247,153.356549
Milkwood Lodge Rainforest Retreat,Milkwood Lodge Rainforest Retreat,www.milkwoodlodge.com,Annan Rd,COOKTOWN,4895,(07) 4069 5007,No,Yes,No,Yes,No,Accommodation,10% discount for stays longer than one night.,-15.481565,145.232383
Millard Tyres & More,Millard Tyres & More,www.tyresandmore.com.au,5 The Terrace,IPSWICH,4305,(blank),No,Yes,No,Yes,Yes,"Tyres, Wheels and Rims",5% off all tyres and batteries. Conditions apply.,-27.609555,152.765277
Millard Tyres & More,Millard Tyres & More,www.tyresandmore.com.au,873 Kingsford Smith Dr,EAGLE FARM,4009,(07) 3268 4477,No,Yes,No,Yes,Yes,"Tyres, Wheels and Rims",5% off all tyres and batteries. Conditions apply.,-27.431688,153.090466
Milne Bay Military Museum,Milne Bay Military Museum,www.milnebaymilitarymuseum.com,O'Quinn St,TOOWOOMBA,4350,(07) 4631 4482,No,Yes,No,Yes,Yes,Museums and Cultural Centres,10% discount on entry fee.,-27.567206,151.930843
Milne Bay Military Museum,Milne Bay Military Museum,www.milnebaymilitarymuseum.com,O'Quinn St,TOOWOOMBA,4350,(07) 4631 4482,No,Yes,No,Yes,Yes,Tourist Attractions,10% discount on entry fee.,-27.567206,151.930843
Mind the Gap Denture Clinic,Jacques De la Rey dental,www.goldcoastdentures.com.au,Shop 3  13 Sir John Overall Dr,HELENSVALE,4212,(07) 5580 6077,No,Yes,No,Yes,No,Dental Prosthetists,10% discount on quoted price.,-27.922419,153.335334
Mini Sandcrabs,Mini Sandcrabs,www.minisandcrabs.com.au,(blank),(blank),(blank),0409 332 211,Yes,Yes,Yes,Yes,Yes,Children and Babies,10% discount on all full priced products.,(blank),(blank)
Mint Condition Automotive,Mint Condition Automotive,(blank),10 Expo Ct,ASHMORE,4214,(07) 5561 1156,No,Yes,No,Yes,Yes,Panel and Paint Repairs,20% discount.  ,-27.979252,153.386895
Mission Beach Hardware & Building Supplies,Mission Beach Hardware & Building Supplies,www.mitre10.com.au,cnr Cassowary Dr/Dewar St,MISSION BEACH,4852,(07) 4068 7322,No,Yes,No,Yes,Yes,Hardware and Tools,10% off housewares and giftware. 5% off remainder. Conditions apply.,-17.870907,146.090654
Mission Reef Resort,Mission Reef Resort,www.missionreefresort.com.au,58-62 Holland St,WONGALING BEACH,4852,(07) 4068 9681,No,Yes,No,Yes,Yes,Accommodation,10% discount.,-17.907643,146.095621
Mister Fresh and Clean,Mister Fresh and Clean,www.mrfreshandclean.com.au,156 Mitchell St,NORTH WARD,4810,0439 351 188,No,Yes,No,Yes,No,Carpets and Floor Coverings,15% discount on all tile and grout cleaning and sealing.,-19.242441,146.805192
Mister Fresh and Clean,Mister Fresh and Clean,www.mrfreshandclean.com.au,156 Mitchell St,NORTH WARD,4810,0439 351 188,No,Yes,No,Yes,No,Cleaning Products and Services,15% discount on all services.,-19.242441,146.805192
Mister Minit,Mister Minit,www.misterminit.com.au,171 Morayfield Rd,MORAYFIELD,4506,(07) 5499 4522,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.102959,152.950337
Mister Minit,Mister Minit,www.misterminit.com.au,171 Morayfield Rd,MORAYFIELD,4506,(07) 5499 4522,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.102959,152.950337
Mister Minit,Mister Minit,www.misterminit.com.au,171 Morayfield Rd,MORAYFIELD,4506,(07) 5499 4522,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.102959,152.950337
Mister Minit,Mister Minit,www.misterminit.com.au,235 Forest Lake Blvd,FOREST LAKE,4078,(07) 3278 8322,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.625116,152.968455
Mister Minit,Mister Minit,www.misterminit.com.au,235 Forest Lake Blvd,FOREST LAKE,4078,(07) 3278 8322,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.625116,152.968455
Mister Minit,Mister Minit,www.misterminit.com.au,235 Forest Lake Blvd,FOREST LAKE,4078,(07) 3278 8322,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.625116,152.968455
Mister Minit,Mister Minit,www.misterminit.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5527 0486,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.955964,153.408553
Mister Minit,Mister Minit,www.misterminit.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5527 0486,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.955964,153.408553
Mister Minit,Mister Minit,www.misterminit.com.au,Australia Fair Shp Cnt,SOUTHPORT,4215,(07) 5527 0486,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.955964,153.408553
Mister Minit,Mister Minit,www.misterminit.com.au,Booval Fair Shp Cnt,BOOVAL,4304,(07) 3812 1969,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.615613,152.79003
Mister Minit,Mister Minit,www.misterminit.com.au,Booval Fair Shp Cnt,BOOVAL,4304,(07) 3812 1969,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.615613,152.79003
Mister Minit,Mister Minit,www.misterminit.com.au,Booval Fair Shp Cnt,BOOVAL,4304,(07) 3812 1969,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.615613,152.79003
Mister Minit,Mister Minit,www.misterminit.com.au,Bribie Island Shp Cnt ,BRIBIE ISLAND,4507,(07) 3408 2004,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.064073,153.157465
Mister Minit,Mister Minit,www.misterminit.com.au,Bribie Island Shp Cnt ,BRIBIE ISLAND,4507,(07) 3408 2004,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.064073,153.157465
Mister Minit,Mister Minit,www.misterminit.com.au,Bribie Island Shp Cnt ,BRIBIE ISLAND,4507,(07) 3408 2004,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.064073,153.157465
Mister Minit,Mister Minit,www.misterminit.com.au,Caneland Central Shp Cnt,MACKAY,4740,(07) 4944 1938,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-21.138261,149.177997
Mister Minit,Mister Minit,www.misterminit.com.au,Caneland Central Shp Cnt,MACKAY,4740,(07) 4944 1938,No,Yes,Yes,Yes,No,Key Cutting and Engraving,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-21.138261,149.177997
Mister Minit,Mister Minit,www.misterminit.com.au,Caneland Central Shp Cnt,MACKAY,4740,(07) 4944 1938,No,Yes,Yes,Yes,No,Watches and Clocks,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-21.138261,149.177997
Mister Minit,Mister Minit,www.misterminit.com.au,Capalaba Park Shp Cnt,CAPALABA,4157,(07) 3823 3934,No,Yes,Yes,Yes,No,Footwear Repairs,"10% off all services. Shoe repairs, key cutting, engraving, watch service, car keys and remote controls. Excludes specials.",-27.524197,153.190926
